Time,Lat,Long,Bearing,Distance,BearingError,DistanceError
2019-06-10T00:05:25,50.676195,-1.852769,303.0412606,7210.73759,0,8533.33
2019-06-10T00:05:26,50.676151,-1.852722,302.987163,7210.593046,1,8550.4
2019-06-10T00:05:27,50.676106,-1.852676,302.9329972,7210.451091,0,8550.4
2019-06-10T00:05:28,50.676062,-1.852629,302.8787631,7210.311724,1,8584.6
2019-06-10T00:05:29,50.676018,-1.852582,302.8244607,7210.174943,1,8558.85
2019-06-10T00:05:30,50.675973,-1.852535,302.77009,7210.040752,0,8533.17
2019-06-10T00:05:31,50.675929,-1.852489,302.7156509,7209.909148,0,8499.04
2019-06-10T00:05:32,50.675884,-1.852442,302.6611434,7209.780133,1,8482.04
2019-06-10T00:05:33,50.67584,-1.852395,302.6065675,7209.653706,2,8448.11
2019-06-10T00:05:34,50.675795,-1.852348,302.5519231,7209.529868,2,8422.77
2019-06-10T00:05:35,50.675751,-1.852302,302.4972101,7209.408617,2,8380.65
2019-06-10T00:05:36,50.675706,-1.852255,302.4424286,7209.289957,1,8363.89
2019-06-10T00:05:37,50.675662,-1.852208,302.3875785,7209.173885,0,8338.8
2019-06-10T00:05:38,50.675617,-1.852161,302.3326597,7209.060402,1,8297.11
2019-06-10T00:05:39,50.675573,-1.852115,302.2776723,7208.949509,1,8330.29
2019-06-10T00:05:40,50.675529,-1.852068,302.2226162,7208.841205,1,8346.96
2019-06-10T00:05:41,50.675484,-1.852021,302.1674914,7208.735489,0,8355.3
2019-06-10T00:05:42,50.67544,-1.851975,302.1122978,7208.632364,0,8338.59
2019-06-10T00:05:43,50.675395,-1.851928,302.0570353,7208.531829,0,8330.25
2019-06-10T00:05:44,50.675351,-1.851881,302.0017041,7208.433883,1,8288.6
2019-06-10T00:05:45,50.675306,-1.851834,301.9463039,7208.338528,2,8272.02
2019-06-10T00:05:46,50.675262,-1.851788,301.8908349,7208.24576,3,8247.21
2019-06-10T00:05:47,50.675217,-1.851741,301.835297,7208.155586,2,8238.96
2019-06-10T00:05:48,50.675173,-1.851694,301.77969,7208.068001,1,8206.01
2019-06-10T00:05:49,50.675129,-1.851647,301.7240141,7207.983004,1,8206.01
2019-06-10T00:05:50,50.675084,-1.851601,301.6682691,7207.900599,0,8230.62
2019-06-10T00:05:51,50.67504,-1.851554,301.6124551,7207.820785,0,8247.09
2019-06-10T00:05:52,50.674995,-1.851507,301.556572,7207.743561,1,8280.07
2019-06-10T00:05:53,50.674951,-1.85146,301.5006198,7207.668927,0,8313.19
2019-06-10T00:05:54,50.674906,-1.851414,301.4445984,7207.596885,0,8346.45
2019-06-10T00:05:55,50.674862,-1.851367,301.3885079,7207.527433,1,8346.45
2019-06-10T00:05:56,50.674817,-1.85132,301.3323482,7207.460572,1,8329.75
2019-06-10T00:05:57,50.674773,-1.851274,301.2761192,7207.396302,2,8354.74
2019-06-10T00:05:58,50.674729,-1.851227,301.219821,7207.334624,0,8321.32
2019-06-10T00:05:59,50.674684,-1.85118,301.1634534,7207.275536,1,8313
2019-06-10T00:06:00,50.67464,-1.851133,301.1070166,7207.219038,1,8271.44
2019-06-10T00:06:01,50.674595,-1.851087,301.0505104,7207.165134,1,8296.25
2019-06-10T00:06:02,50.674551,-1.85104,300.9939349,7207.113819,2,8296.25
2019-06-10T00:06:03,50.674506,-1.850993,300.93729,7207.065096,2,8271.36
2019-06-10T00:06:04,50.674462,-1.850946,300.8805757,7207.018964,1,8254.82
2019-06-10T00:06:05,50.674417,-1.8509,300.8237919,7206.975424,1,8271.33
2019-06-10T00:06:06,50.674373,-1.850853,300.7669387,7206.934476,0,8287.87
2019-06-10T00:06:07,50.674329,-1.850806,300.710016,7206.896118,1,8246.43
2019-06-10T00:06:08,50.674284,-1.850759,300.6530238,7206.860353,1,8229.94
2019-06-10T00:06:09,50.67424,-1.850713,300.595962,7206.827179,2,8213.48
2019-06-10T00:06:10,50.674195,-1.850666,300.5388308,7206.796597,0,8188.84
2019-06-10T00:06:11,50.674151,-1.850619,300.4816299,7206.768605,0,8180.65
2019-06-10T00:06:12,50.674106,-1.850572,300.4243595,7206.743207,0,8213.37
2019-06-10T00:06:13,50.674062,-1.850526,300.3670194,7206.720399,0,8229.8
2019-06-10T00:06:14,50.674017,-1.850479,300.3096097,7206.700183,1,8229.8
2019-06-10T00:06:15,50.673973,-1.850432,300.2521304,7206.682561,2,8221.57
2019-06-10T00:06:16,50.673929,-1.850386,300.1945814,7206.667529,3,8196.91
2019-06-10T00:06:17,50.673884,-1.850339,300.1369627,7206.655088,4,8172.32
2019-06-10T00:06:18,50.67384,-1.850292,300.0792743,7206.645239,1,8164.14
2019-06-10T00:06:19,50.673795,-1.850245,300.0215161,7206.637983,1,8123.32
2019-06-10T00:06:20,50.673751,-1.850199,299.9636883,7206.633319,2,8131.45
2019-06-10T00:06:21,50.673706,-1.850152,299.9057907,7206.631246,0,8155.84
2019-06-10T00:06:22,50.673662,-1.850105,299.8478233,7206.631765,0,8147.68
2019-06-10T00:06:23,50.673617,-1.850058,299.7897861,7206.634876,1,8106.95
2019-06-10T00:06:24,50.673573,-1.850012,299.7316791,7206.640578,1,8098.84
2019-06-10T00:06:25,50.673529,-1.849965,299.6735024,7206.648873,0,8106.94
2019-06-10T00:06:26,50.673484,-1.849918,299.6152557,7206.659759,0,8090.72
2019-06-10T00:06:27,50.67344,-1.849871,299.5569393,7206.673237,1,8098.81
2019-06-10T00:06:28,50.673395,-1.849825,299.498553,7206.689307,0,8090.72
2019-06-10T00:06:29,50.673351,-1.849778,299.4400968,7206.707968,1,8114.99
2019-06-10T00:06:30,50.673306,-1.849731,299.3815708,7206.729222,0,8106.87
2019-06-10T00:06:31,50.673262,-1.849685,299.3229748,7206.753068,0,8123.09
2019-06-10T00:06:32,50.673217,-1.849638,299.264309,7206.779505,0,8090.59
2019-06-10T00:06:33,50.673173,-1.849591,299.2055732,7206.808534,1,8122.96
2019-06-10T00:06:34,50.673129,-1.849544,299.1467675,7206.840153,1,8082.34
2019-06-10T00:06:35,50.673084,-1.849498,299.087892,7206.874365,1,8082.34
2019-06-10T00:06:36,50.67304,-1.849451,299.0289464,7206.911169,0,8074.26
2019-06-10T00:06:37,50.672995,-1.849404,298.9699309,7206.950565,1,8106.56
2019-06-10T00:06:38,50.672951,-1.849357,298.9108455,7206.992551,1,8106.56
2019-06-10T00:06:39,50.672906,-1.849311,298.8516901,7207.037129,2,8090.34
2019-06-10T00:06:40,50.672862,-1.849264,298.7924648,7207.084298,3,8066.07
2019-06-10T00:06:41,50.672817,-1.849217,298.7331695,7207.134059,0,8066.07
2019-06-10T00:06:42,50.672773,-1.84917,298.6738042,7207.186412,1,8058.01
2019-06-10T00:06:43,50.672729,-1.849124,298.6143689,7207.241356,2,8041.89
2019-06-10T00:06:44,50.672684,-1.849077,298.5548637,7207.298891,3,8057.97
2019-06-10T00:06:45,50.67264,-1.84903,298.4952885,7207.359017,2,8057.97
2019-06-10T00:06:46,50.672595,-1.848983,298.4356432,7207.421732,1,8090.21
2019-06-10T00:06:47,50.672551,-1.848937,298.375928,7207.48704,0,8057.85
2019-06-10T00:06:48,50.672506,-1.84889,298.3161428,7207.554939,0,8073.96
2019-06-10T00:06:49,50.672462,-1.848843,298.2562877,7207.625429,1,8049.74
2019-06-10T00:06:50,50.672417,-1.848797,298.1963625,7207.69851,2,8017.54
2019-06-10T00:06:51,50.672373,-1.84875,298.1363673,7207.77418,0,7977.45
2019-06-10T00:06:52,50.672329,-1.848703,298.0763021,7207.852442,1,8009.36
2019-06-10T00:06:53,50.672284,-1.848656,298.016167,7207.933295,2,8025.38
2019-06-10T00:06:54,50.67224,-1.84861,297.9559618,7208.016737,0,8057.48
2019-06-10T00:06:55,50.672195,-1.848563,297.8956867,7208.102771,1,8025.25
2019-06-10T00:06:56,50.672151,-1.848516,297.8353416,7208.191394,2,8041.3
2019-06-10T00:06:57,50.672106,-1.848469,297.7749265,7208.282608,0,8025.22
2019-06-10T00:06:58,50.672062,-1.848423,297.7144415,7208.376411,0,7985.09
2019-06-10T00:06:59,50.672017,-1.848376,297.6538865,7208.472805,0,7993.08
2019-06-10T00:07:00,50.671973,-1.848329,297.5932615,7208.571789,1,8025.05
2019-06-10T00:07:01,50.671929,-1.848282,297.5325666,7208.673362,2,8049.13
2019-06-10T00:07:02,50.671884,-1.848236,297.4718017,7208.777524,0,8065.22
2019-06-10T00:07:03,50.67184,-1.848189,297.4109668,7208.884278,1,8032.96
2019-06-10T00:07:04,50.671795,-1.848142,297.3500621,7208.993619,2,8049.03
2019-06-10T00:07:05,50.671751,-1.848096,297.2890874,7209.10555,2,8040.98
2019-06-10T00:07:06,50.671706,-1.848049,297.2280428,7209.220071,2,8073.14
2019-06-10T00:07:07,50.671662,-1.848002,297.1669283,7209.337181,3,8081.22
2019-06-10T00:07:08,50.671617,-1.847955,297.1057439,7209.456879,3,8105.46
2019-06-10T00:07:09,50.671573,-1.847909,297.0444897,7209.579166,3,8097.36
2019-06-10T00:07:10,50.671529,-1.847862,296.9831655,7209.704042,4,8105.45
2019-06-10T00:07:11,50.671484,-1.847815,296.9217715,7209.831507,5,8105.45
2019-06-10T00:07:12,50.67144,-1.847768,296.8603077,7209.961559,3,8073.03
2019-06-10T00:07:13,50.671395,-1.847722,296.798774,7210.094201,2,8089.18
2019-06-10T00:07:14,50.671351,-1.847675,296.7371705,7210.22943,1,8048.73
2019-06-10T00:07:15,50.671306,-1.847628,296.6754973,7210.367247,2,8064.83
2019-06-10T00:07:16,50.671262,-1.847581,296.6137542,7210.507653,3,8072.89
2019-06-10T00:07:17,50.671217,-1.847535,296.5519414,7210.650646,2,8097.11
2019-06-10T00:07:18,50.671173,-1.847488,296.4900588,7210.796226,2,8072.82
2019-06-10T00:07:19,50.671129,-1.847441,296.4281065,7210.944394,1,8064.75
2019-06-10T00:07:20,50.671084,-1.847394,296.3660845,7211.095149,0,8064.75
2019-06-10T00:07:21,50.67104,-1.847348,296.3039928,7211.248491,1,8048.62
2019-06-10T00:07:22,50.670995,-1.847301,296.2418314,7211.40442,0,8048.62
2019-06-10T00:07:23,50.670951,-1.847254,296.1796004,7211.562935,0,8016.42
2019-06-10T00:07:24,50.670906,-1.847208,296.1172997,7211.724039,1,8032.46
2019-06-10T00:07:25,50.670862,-1.847161,296.0549294,7211.887727,1,8008.36
2019-06-10T00:07:26,50.670817,-1.847114,295.9924896,7212.054001,2,8024.38
2019-06-10T00:07:27,50.670773,-1.847067,295.9299801,7212.222863,1,8032.4
2019-06-10T00:07:28,50.670729,-1.847021,295.8674012,7212.394309,2,8056.5
2019-06-10T00:07:29,50.670684,-1.846974,295.8047527,7212.568342,3,8016.22
2019-06-10T00:07:30,50.67064,-1.846927,295.7420348,7212.74496,3,8008.2
2019-06-10T00:07:31,50.670595,-1.84688,295.6792473,7212.924163,2,7984.18
2019-06-10T00:07:32,50.670551,-1.846834,295.6163905,7213.105951,0,8016.11
2019-06-10T00:07:33,50.670506,-1.846787,295.5534642,7213.290323,0,8016.11
2019-06-10T00:07:34,50.670462,-1.84674,295.4904686,7213.477282,0,7984.05
2019-06-10T00:07:35,50.670417,-1.846693,295.4274036,7213.666824,1,7968.08
2019-06-10T00:07:36,50.670373,-1.846647,295.3642693,7213.858952,2,7944.18
2019-06-10T00:07:37,50.670329,-1.8466,295.3010658,7214.053662,1,7975.95
2019-06-10T00:07:38,50.670284,-1.846553,295.2377929,7214.250957,1,7991.9
2019-06-10T00:07:39,50.67024,-1.846507,295.1744508,7214.450835,1,7951.94
2019-06-10T00:07:40,50.670195,-1.84646,295.1110396,7214.653297,0,7967.85
2019-06-10T00:07:41,50.670151,-1.846413,295.0475592,7214.858342,0,7928.01
2019-06-10T00:07:42,50.670106,-1.846366,294.9840096,7215.06597,1,7896.3
2019-06-10T00:07:43,50.670062,-1.84632,294.920391,7215.276181,2,7904.19
2019-06-10T00:07:44,50.670017,-1.846273,294.8567033,7215.488974,2,7935.81
2019-06-10T00:07:45,50.669973,-1.846226,294.7929466,7215.70435,2,7967.55
2019-06-10T00:07:46,50.669929,-1.846179,294.7291209,7215.922308,2,7975.52
2019-06-10T00:07:47,50.669884,-1.846133,294.6652263,7216.142848,3,7935.64
2019-06-10T00:07:48,50.66984,-1.846086,294.6012628,7216.36597,2,7911.84
2019-06-10T00:07:49,50.669795,-1.846039,294.5372304,7216.591672,2,7880.19
2019-06-10T00:07:50,50.669751,-1.845992,294.4731292,7216.819956,0,7888.07
2019-06-10T00:07:51,50.669706,-1.845946,294.4089592,7217.050822,1,7888.07
2019-06-10T00:07:52,50.669662,-1.845899,294.3447205,7217.284267,2,7903.85
2019-06-10T00:07:53,50.669617,-1.845852,294.280413,7217.520293,0,7895.94
2019-06-10T00:07:54,50.669573,-1.845805,294.216037,7217.758899,1,7888.05
2019-06-10T00:07:55,50.669528,-1.845759,294.1515923,7218.000085,1,7919.6
2019-06-10T00:07:56,50.669484,-1.845712,294.087079,7218.243851,1,7880
2019-06-10T00:07:57,50.66944,-1.845665,294.0224972,7218.490196,1,7856.36
2019-06-10T00:07:58,50.669395,-1.845619,293.957847,7218.73912,1,7840.65
2019-06-10T00:07:59,50.669351,-1.845572,293.8931283,7218.990623,0,7801.44
2019-06-10T00:08:00,50.669306,-1.845525,293.8283412,7219.244706,1,7785.84
2019-06-10T00:08:01,50.669262,-1.845478,293.7634858,7219.501365,0,7770.27
2019-06-10T00:08:02,50.669217,-1.845432,293.6985621,7219.760604,1,7801.35
2019-06-10T00:08:03,50.669173,-1.845385,293.6335702,7220.02242,0,7801.35
2019-06-10T00:08:04,50.669128,-1.845338,293.5685101,7220.286814,1,7816.95
2019-06-10T00:08:05,50.669084,-1.845291,293.5033819,7220.553783,1,7785.69
2019-06-10T00:08:06,50.66904,-1.845245,293.4381856,7220.823332,2,7762.33
2019-06-10T00:08:07,50.668995,-1.845198,293.3729213,7221.095456,3,7770.09
2019-06-10T00:08:08,50.668951,-1.845151,293.307589,7221.370156,2,7762.32
2019-06-10T00:08:09,50.668906,-1.845104,293.2421888,7221.647432,2,7762.32
2019-06-10T00:08:10,50.668862,-1.845058,293.1767208,7221.927285,2,7777.84
2019-06-10T00:08:11,50.668817,-1.845011,293.1111849,7222.209712,1,7754.51
2019-06-10T00:08:12,50.668773,-1.844964,293.0455813,7222.494715,2,7785.53
2019-06-10T00:08:13,50.668728,-1.844918,292.9799101,7222.782293,1,7793.31
2019-06-10T00:08:14,50.668684,-1.844871,292.9141711,7223.072446,1,7816.69
2019-06-10T00:08:15,50.66864,-1.844824,292.8483647,7223.365172,1,7824.51
2019-06-10T00:08:16,50.668595,-1.844777,292.7824907,7223.660473,2,7824.51
2019-06-10T00:08:17,50.668551,-1.844731,292.7165493,7223.958347,3,7793.21
2019-06-10T00:08:18,50.668506,-1.844684,292.6505405,7224.258794,3,7777.63
2019-06-10T00:08:19,50.668462,-1.844637,292.5844643,7224.561814,3,7777.63
2019-06-10T00:08:20,50.668417,-1.84459,292.518321,7224.867408,0,7777.63
2019-06-10T00:08:21,50.668373,-1.844544,292.4521104,7225.175573,1,7800.96
2019-06-10T00:08:22,50.668328,-1.844497,292.3858327,7225.48631,2,7769.76
2019-06-10T00:08:23,50.668284,-1.84445,292.3194879,7225.799619,0,7761.99
2019-06-10T00:08:24,50.66824,-1.844403,292.2530762,7226.115499,0,7738.7
2019-06-10T00:08:25,50.668195,-1.844357,292.1865975,7226.433951,1,7738.7
2019-06-10T00:08:26,50.668151,-1.84431,292.120052,7226.754972,1,7754.18
2019-06-10T00:08:27,50.668106,-1.844263,292.0534397,7227.078565,0,7746.42
2019-06-10T00:08:28,50.668062,-1.844216,291.9867607,7227.404727,1,7723.18
2019-06-10T00:08:29,50.668017,-1.84417,291.920015,7227.733459,2,7723.18
2019-06-10T00:08:30,50.667973,-1.844123,291.8532028,7228.06476,0,7730.91
2019-06-10T00:08:31,50.667928,-1.844076,291.7863241,7228.39863,0,7707.71
2019-06-10T00:08:32,50.667884,-1.84403,291.7193789,7228.735068,0,7707.71
2019-06-10T00:08:33,50.66784,-1.843983,291.6523674,7229.074075,0,7700.01
2019-06-10T00:08:34,50.667795,-1.843936,291.5852897,7229.41565,1,7707.71
2019-06-10T00:08:35,50.667751,-1.843889,291.5181457,7229.759792,1,7700
2019-06-10T00:08:36,50.667706,-1.843843,291.4509356,7230.106499,0,7715.4
2019-06-10T00:08:37,50.667662,-1.843796,291.3836595,7230.455776,1,7684.54
2019-06-10T00:08:38,50.667617,-1.843749,291.3163175,7230.807619,1,7676.85
2019-06-10T00:08:39,50.667573,-1.843702,291.2489095,7231.162027,0,7669.18
2019-06-10T00:08:40,50.667528,-1.843656,291.1814357,7231.519,1,7692.18
2019-06-10T00:08:41,50.667484,-1.843609,291.1138963,7231.878539,2,7699.88
2019-06-10T00:08:42,50.66744,-1.843562,291.0462912,7232.240643,3,7715.28
2019-06-10T00:08:43,50.667395,-1.843515,290.9786205,7232.605311,2,7676.7
2019-06-10T00:08:44,50.667351,-1.843469,290.9108844,7232.972544,1,7669.02
2019-06-10T00:08:45,50.667306,-1.843422,290.8430829,7233.34234,0,7684.36
2019-06-10T00:08:46,50.667262,-1.843375,290.7752161,7233.7147,1,7715.1
2019-06-10T00:08:47,50.667217,-1.843329,290.7072841,7234.089623,0,7699.67
2019-06-10T00:08:48,50.667173,-1.843282,290.6392869,7234.467107,1,7730.47
2019-06-10T00:08:49,50.667128,-1.843235,290.5712248,7234.847153,0,7722.74
2019-06-10T00:08:50,50.667084,-1.843188,290.5030977,7235.229763,1,7691.85
2019-06-10T00:08:51,50.66704,-1.843142,290.4349057,7235.614932,0,7661.08
2019-06-10T00:08:52,50.666995,-1.843095,290.366649,7236.002664,1,7630.43
2019-06-10T00:08:53,50.666951,-1.843048,290.2983276,7236.392954,0,7622.8
2019-06-10T00:08:54,50.666906,-1.843001,290.2299417,7236.785805,0,7638.05
2019-06-10T00:08:55,50.666862,-1.842955,290.1614913,7237.181217,1,7615.13
2019-06-10T00:08:56,50.666817,-1.842908,290.0929764,7237.579187,2,7645.6
2019-06-10T00:08:57,50.666773,-1.842861,290.0243973,7237.979716,3,7676.18
2019-06-10T00:08:58,50.666728,-1.842814,289.955754,7238.382803,2,7706.88
2019-06-10T00:08:59,50.666684,-1.842768,289.8870466,7238.788448,0,7730
2019-06-10T00:09:00,50.66664,-1.842721,289.8182753,7239.196652,0,7745.46
2019-06-10T00:09:01,50.666595,-1.842674,289.74944,7239.607413,0,7737.72
2019-06-10T00:09:02,50.666551,-1.842627,289.6805409,7240.020729,0,7745.46
2019-06-10T00:09:03,50.666506,-1.842581,289.6115781,7240.436602,0,7760.95
2019-06-10T00:09:04,50.666462,-1.842534,289.5425518,7240.85503,1,7760.95
2019-06-10T00:09:05,50.666417,-1.842487,289.4734619,7241.276014,1,7760.95
2019-06-10T00:09:06,50.666373,-1.842441,289.4043087,7241.699552,0,7753.19
2019-06-10T00:09:07,50.666328,-1.842394,289.3350921,7242.125646,1,7722.17
2019-06-10T00:09:08,50.666284,-1.842347,289.2658125,7242.554293,0,7683.56
2019-06-10T00:09:09,50.66624,-1.8423,289.1964697,7242.985494,0,7675.88
2019-06-10T00:09:10,50.666195,-1.842254,289.127064,7243.419248,1,7637.5
2019-06-10T00:09:11,50.666151,-1.842207,289.0575954,7243.855554,1,7614.59
2019-06-10T00:09:12,50.666106,-1.84216,288.9880641,7244.294413,0,7614.59
2019-06-10T00:09:13,50.666062,-1.842113,288.9184702,7244.735823,1,7637.43
2019-06-10T00:09:14,50.666017,-1.842067,288.8488137,7245.179784,2,7652.7
2019-06-10T00:09:15,50.665973,-1.84202,288.7790948,7245.626297,2,7683.32
2019-06-10T00:09:16,50.665928,-1.841973,288.7093137,7246.07536,2,7660.27
2019-06-10T00:09:17,50.665884,-1.841926,288.6394704,7246.526972,2,7629.62
2019-06-10T00:09:18,50.66584,-1.84188,288.569565,7246.981133,0,7652.51
2019-06-10T00:09:19,50.665795,-1.841833,288.4995976,7247.437845,1,7667.82
2019-06-10T00:09:20,50.665751,-1.841786,288.4295684,7247.897104,2,7637.15
2019-06-10T00:09:21,50.665706,-1.84174,288.3594775,7248.35891,2,7629.51
2019-06-10T00:09:22,50.665662,-1.841693,288.289325,7248.823264,1,7644.77
2019-06-10T00:09:23,50.665617,-1.841646,288.2191111,7249.290166,2,7606.55
2019-06-10T00:09:24,50.665573,-1.841599,288.1488358,7249.759614,2,7614.15
2019-06-10T00:09:25,50.665528,-1.841553,288.0784992,7250.231607,1,7636.99
2019-06-10T00:09:26,50.665484,-1.841506,288.0081016,7250.706146,2,7667.54
2019-06-10T00:09:27,50.66544,-1.841459,287.9376429,7251.183231,0,7629.2
2019-06-10T00:09:28,50.665395,-1.841412,287.8671234,7251.662859,1,7659.72
2019-06-10T00:09:29,50.665351,-1.841366,287.7965432,7252.145032,1,7659.72
2019-06-10T00:09:30,50.665306,-1.841319,287.7259023,7252.629747,0,7621.42
2019-06-10T00:09:31,50.665262,-1.841272,287.655201,7253.117006,1,7613.8
2019-06-10T00:09:32,50.665217,-1.841225,287.5844393,7253.606807,2,7606.19
2019-06-10T00:09:33,50.665173,-1.841179,287.5136174,7254.09915,0,7621.4
2019-06-10T00:09:34,50.665128,-1.841132,287.4427354,7254.594035,0,7629.02
2019-06-10T00:09:35,50.665084,-1.841085,287.3717934,7255.09146,0,7590.88
2019-06-10T00:09:36,50.66504,-1.841038,287.3007916,7255.591425,0,7590.88
2019-06-10T00:09:37,50.664995,-1.840992,287.2297301,7256.093931,0,7590.88
2019-06-10T00:09:38,50.664951,-1.840945,287.158609,7256.598975,1,7552.92
2019-06-10T00:09:39,50.664906,-1.840898,287.0874285,7257.106559,2,7552.92
2019-06-10T00:09:40,50.664862,-1.840852,287.0161887,7257.616682,3,7522.71
2019-06-10T00:09:41,50.664817,-1.840805,286.9448898,7258.12934,4,7492.62
2019-06-10T00:09:42,50.664773,-1.840758,286.8735318,7258.644537,5,7485.13
2019-06-10T00:09:43,50.664728,-1.840711,286.8021149,7259.162269,4,7515.07
2019-06-10T00:09:44,50.664684,-1.840665,286.7306393,7259.682539,2,7485.01
2019-06-10T00:09:45,50.66464,-1.840618,286.6591051,7260.205343,2,7455.07
2019-06-10T00:09:46,50.664595,-1.840571,286.5875124,7260.730683,2,7440.16
2019-06-10T00:09:47,50.664551,-1.840524,286.5158615,7261.258557,1,7417.84
2019-06-10T00:09:48,50.664506,-1.840478,286.4441523,7261.788965,1,7417.84
2019-06-10T00:09:49,50.664462,-1.840431,286.3723851,7262.321906,2,7440.09
2019-06-10T00:09:50,50.664417,-1.840384,286.30056,7262.85738,1,7417.77
2019-06-10T00:09:51,50.664373,-1.840337,286.2286772,7263.395386,0,7447.44
2019-06-10T00:09:52,50.664328,-1.840291,286.1567368,7263.935925,0,7477.23
2019-06-10T00:09:53,50.664284,-1.840244,286.0847389,7264.478994,0,7454.8
2019-06-10T00:09:54,50.66424,-1.840197,286.0126838,7265.024592,0,7469.71
2019-06-10T00:09:55,50.664195,-1.840151,285.9405715,7265.572722,1,7462.24
2019-06-10T00:09:56,50.664151,-1.840104,285.8684022,7266.123381,2,7492.09
2019-06-10T00:09:57,50.664106,-1.840057,285.796176,7266.676568,3,7514.56
2019-06-10T00:09:58,50.664062,-1.84001,285.7238932,7267.232284,4,7529.59
2019-06-10T00:09:59,50.664017,-1.839964,285.6515538,7267.790527,3,7559.71
2019-06-10T00:10:00,50.663973,-1.839917,285.5791581,7268.351298,3,7559.71
2019-06-10T00:10:01,50.663928,-1.83987,285.5067061,7268.914594,1,7521.91
2019-06-10T00:10:02,50.663884,-1.839823,285.434198,7269.480418,1,7499.35
2019-06-10T00:10:03,50.663839,-1.839777,285.3616341,7270.048764,2,7484.35
2019-06-10T00:10:04,50.663795,-1.83973,285.2890143,7270.619638,2,7506.8
2019-06-10T00:10:05,50.663751,-1.839683,285.216339,7271.193034,2,7506.8
2019-06-10T00:10:06,50.663706,-1.839636,285.1436083,7271.768955,1,7521.81
2019-06-10T00:10:07,50.663662,-1.83959,285.0708222,7272.347398,2,7514.29
2019-06-10T00:10:08,50.663617,-1.839543,284.9979811,7272.928364,1,7476.72
2019-06-10T00:10:09,50.663573,-1.839496,284.925085,7273.511851,1,7454.29
2019-06-10T00:10:10,50.663528,-1.839449,284.8521341,7274.097859,2,7424.47
2019-06-10T00:10:11,50.663484,-1.839403,284.7791286,7274.686388,2,7409.63
2019-06-10T00:10:12,50.663439,-1.839356,284.7060687,7275.277436,0,7402.22
2019-06-10T00:10:13,50.663395,-1.839309,284.6329545,7275.871005,1,7394.81
2019-06-10T00:10:14,50.663351,-1.839263,284.5597861,7276.467091,1,7357.84
2019-06-10T00:10:15,50.663306,-1.839216,284.4865638,7277.065695,2,7328.41
2019-06-10T00:10:16,50.663262,-1.839169,284.4132877,7277.666818,2,7321.08
2019-06-10T00:10:17,50.663217,-1.839122,284.339958,7278.270457,2,7284.47
2019-06-10T00:10:18,50.663173,-1.839076,284.2665749,7278.876612,2,7269.91
2019-06-10T00:10:19,50.663128,-1.839029,284.1931385,7279.485283,3,7277.18
2019-06-10T00:10:20,50.663084,-1.838982,284.119649,7280.096467,3,7299.01
2019-06-10T00:10:21,50.663039,-1.838935,284.0461066,7280.710167,1,7284.41
2019-06-10T00:10:22,50.662995,-1.838889,283.9725114,7281.326381,2,7284.41
2019-06-10T00:10:23,50.662951,-1.838842,283.8988637,7281.945107,0,7306.26
2019-06-10T00:10:24,50.662906,-1.838795,283.8251636,7282.566346,1,7320.87
2019-06-10T00:10:25,50.662862,-1.838748,283.7514112,7283.190096,0,7284.27
2019-06-10T00:10:26,50.662817,-1.838702,283.6776069,7283.816357,0,7247.85
2019-06-10T00:10:27,50.662773,-1.838655,283.6037507,7284.445129,1,7233.35
2019-06-10T00:10:28,50.662728,-1.838608,283.5298428,7285.07641,2,7233.35
2019-06-10T00:10:29,50.662684,-1.838562,283.4558834,7285.710201,1,7197.19
2019-06-10T00:10:30,50.662639,-1.838515,283.3818727,7286.3465,1,7211.58
2019-06-10T00:10:31,50.662595,-1.838468,283.3078109,7286.985308,2,7211.58
2019-06-10T00:10:32,50.662551,-1.838421,283.2336982,7287.626621,3,7233.22
2019-06-10T00:10:33,50.662506,-1.838375,283.1595347,7288.270442,0,7218.75
2019-06-10T00:10:34,50.662462,-1.838328,283.0853206,7288.916769,0,7233.19
2019-06-10T00:10:35,50.662417,-1.838281,283.0110561,7289.5656,0,7218.72
2019-06-10T00:10:36,50.662373,-1.838234,282.9367415,7290.216936,0,7247.59
2019-06-10T00:10:37,50.662328,-1.838188,282.8623769,7290.870775,1,7247.59
2019-06-10T00:10:38,50.662284,-1.838141,282.7879624,7291.527119,2,7211.36
2019-06-10T00:10:39,50.662239,-1.838094,282.7134983,7292.185964,3,7240.2
2019-06-10T00:10:40,50.662195,-1.838047,282.6389848,7292.847311,0,7218.48
2019-06-10T00:10:41,50.662151,-1.838001,282.5644221,7293.511159,0,7204.04
2019-06-10T00:10:42,50.662106,-1.837954,282.4898103,7294.177508,1,7211.25
2019-06-10T00:10:43,50.662062,-1.837907,282.4151497,7294.846357,0,7175.19
2019-06-10T00:10:44,50.662017,-1.83786,282.3404404,7295.517704,1,7168.02
2019-06-10T00:10:45,50.661973,-1.837814,282.2656826,7296.19155,1,7196.69
2019-06-10T00:10:46,50.661928,-1.837767,282.1908766,7296.867894,0,7160.71
2019-06-10T00:10:47,50.661884,-1.83772,282.1160226,7297.546734,0,7189.35
2019-06-10T00:10:48,50.661839,-1.837674,282.0411207,7298.22807,0,7153.4
2019-06-10T00:10:49,50.661795,-1.837627,281.9661711,7298.911904,1,7139.1
2019-06-10T00:10:50,50.661751,-1.83758,281.891174,7299.59823,1,7160.51
